Year Month,Neighborhood,Arson,Assault,Burglary,Case Closure,Civil Sidewalks,Courtesy Report,Disorderly Conduct,Drug Offense,Drug Violation,Embezzlement,Family Offense,Fire Report,Forgery And Counterfeiting,Fraud,Gambling,Homicide,"Human Trafficking (A), Commercial Sex Acts","Human Trafficking (B), Involuntary Servitude","Human Trafficking, Commercial Sex Acts",Larceny Theft,Liquor Laws,Lost Property,Malicious Mischief,Miscellaneous Investigation,Missing Person,Motor Vehicle Theft,Motor Vehicle Theft?,Non-Criminal,Offences Against The Family And Children,Other,Other Miscellaneous,Other Offenses,Prostitution,Rape,Recovered Vehicle,Robbery,Sex Offense,Stolen Property,Suicide,Suspicious,Suspicious Occ,Traffic Collision,Traffic Violation Arrest,Vandalism,Vehicle Impounded,Vehicle Misplaced,Warrant,Weapons Carrying Etc,Weapons Offence,Weapons Offense,311 External Request,Abandoned Vehicle,Blocked Street or SideWalk,Catch Basin Maintenance,Color Curb,DPW Volunteer Programs,Damaged Property,Encampments,General Request,Graffiti,Homeless Concerns,Illegal Postings,Litter Receptacles,MUNI Feedback,Muni Employee Feedback,Muni Service Feedback,Noise Report,Parking Enforcement,Rec and Park Requests,Residential Building Request,SFHA Requests,Sewer Issues,Sidewalk or Curb,Sign Repair,Street Defects,Street and Sidewalk Cleaning,Streetlights,Temporary Sign Request,Tree Maintenance,Median Sale Price
201905,Noe Valley,0,7,11,0,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,38,0,1,9,1,0,6,0,8,1,1,9,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,6,0,0,0,0,106,8,4,0,0,5,30,62,47,0,18,8,16,0,0,10,153,10,0,0,25,21,22,10,182,11,4,34,1376000.0
201905,North Beach,2,18,8,1,0,0,6,1,1,1,0,0,3,14,0,0,0,0,0,178,0,13,23,0,5,3,0,23,3,2,27,1,0,0,3,4,1,3,0,0,6,0,7,0,0,0,5,5,0,0,0,31,5,1,0,0,48,96,58,40,0,0,11,20,0,0,4,78,11,1,0,8,11,9,21,478,53,5,17,1081333.3333333333
201905,Oceanview/Merced/Ingleside,0,4,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,23,0,4,9,1,1,7,0,7,8,1,5,0,0,0,2,1,0,0,0,0,4,0,1,1,0,0,3,0,0,2,0,118,6,1,0,0,6,26,51,54,0,0,9,20,0,0,13,314,7,0,2,20,7,10,10,403,6,0,15,1104500.0
201905,Outer Mission,0,14,9,2,0,1,5,3,0,0,0,0,0,8,0,0,0,0,0,31,0,5,7,3,9,14,0,8,4,1,14,0,0,0,3,5,0,0,0,0,9,1,5,1,0,0,5,0,0,3,2,57,6,0,0,0,29,33,76,142,0,3,13,23,0,0,12,189,12,1,0,23,18,17,17,464,15,3,29,1078333.3333333333
201905,Outer Richmond,1,6,12,1,0,0,7,5,0,0,1,0,1,15,0,0,0,0,0,88,0,6,11,3,6,16,1,15,9,3,21,2,0,0,1,1,0,1,0,0,3,1,4,1,1,0,7,0,0,1,1,177,6,1,0,0,13,31,62,107,0,39,21,21,0,0,17,309,9,0,0,31,16,24,16,548,6,3,31,1680000.0
201905,Pacific Heights,1,3,27,2,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,87,0,8,20,6,1,11,0,15,1,4,11,0,0,0,2,0,0,2,0,1,3,1,0,0,2,0,4,0,0,0,1,18,11,0,0,0,16,27,34,30,1,9,15,15,0,0,14,100,9,1,0,13,7,5,25,230,2,11,30,2188000.0
201905,Portola,0,11,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,39,0,3,14,1,5,11,0,4,13,1,12,2,0,0,11,8,1,1,0,0,2,1,1,0,0,0,1,0,0,2,7,62,7,0,0,0,2,9,38,67,0,1,4,24,0,0,3,113,1,0,0,17,10,5,7,714,4,0,18,1078000.0
201905,Potrero Hill,0,12,16,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,64,0,3,22,0,0,8,0,7,8,1,24,0,0,0,1,5,0,1,0,0,6,0,3,0,0,0,5,0,0,0,4,130,23,6,0,0,23,188,177,162,0,10,33,38,0,0,26,212,141,1,33,51,76,31,29,732,16,6,35,1462500.0
201905,Presidio,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,0,0,3,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5950000.0
201905,Presidio Heights,0,0,4,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,22,0,2,0,1,1,7,0,2,0,0,4,1,0,0,4,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,15,1,0,0,0,7,22,17,28,0,9,3,13,0,0,2,48,3,0,0,9,3,9,6,76,3,3,10,2462500.0
201905,Russian Hill,0,4,22,0,0,1,1,2,0,0,0,0,0,13,0,0,0,0,0,117,0,5,19,1,7,9,0,13,2,3,10,1,0,0,5,1,0,1,0,0,7,0,0,0,0,0,2,2,0,1,0,36,7,2,0,0,21,67,65,51,0,1,16,15,0,0,19,103,10,1,0,13,16,6,7,501,8,2,19,1277500.0
201905,Seacliff,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35,1,0,0,0,0,8,6,2,0,2,1,1,0,0,1,29,4,0,0,10,1,1,3,33,3,1,8,3602500.0
201905,South of Market,1,90,42,16,0,0,23,46,0,0,3,1,4,29,0,0,0,0,0,239,0,21,43,6,31,22,0,70,13,3,109,6,0,0,27,22,21,3,0,1,23,6,23,1,1,0,85,4,1,9,5,51,40,4,0,0,73,1058,345,443,2,44,98,101,0,0,53,546,7,7,0,31,59,47,57,1720,18,16,50,1041666.6666666665
201905,Sunset/Parkside,1,21,7,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,57,0,8,21,4,15,21,0,35,12,5,24,2,0,0,11,7,1,5,1,0,9,1,2,4,1,0,7,0,0,0,6,367,8,2,0,0,26,23,112,199,0,23,27,81,0,0,23,424,36,6,3,52,23,17,35,618,7,2,31,1474333.3333333333
201905,Tenderloin,1,108,37,1,2,1,25,115,1,1,7,0,5,30,0,0,0,0,0,260,0,29,40,10,21,26,0,101,33,15,133,18,60,0,32,33,6,7,0,0,35,4,22,0,0,0,129,8,0,8,1,77,22,0,0,0,67,487,209,183,2,10,142,50,0,0,24,211,13,14,0,23,25,29,19,1108,8,5,23,810000.0
201905,Treasure Island,0,2,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6,0,2,4,0,2,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,2,0,1,0.0
201905,Twin Peaks,0,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23,0,1,4,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,2,38,5,0,0,0,5,61,28,44,1,6,1,7,0,0,3,38,1,1,0,2,4,9,2,128,2,1,6,1684000.0
201905,Visitacion Valley,1,12,12,0,0,2,4,2,0,0,0,1,1,1,0,0,0,0,0,15,0,1,6,5,14,5,0,9,4,2,10,1,0,0,8,2,0,1,1,0,2,1,3,0,0,0,6,2,0,4,0,49,1,0,0,0,4,4,34,25,0,0,6,14,0,0,1,100,4,2,50,9,3,4,6,286,0,0,10,960500.0
201905,West of Twin Peaks,1,13,18,0,0,0,7,7,0,0,1,0,2,3,0,0,0,0,0,82,0,7,19,3,11,18,0,24,8,0,21,5,0,0,10,5,0,2,0,0,7,1,4,1,0,0,14,2,0,1,3,147,10,0,0,0,21,16,102,77,0,14,6,31,0,0,6,106,23,0,0,37,35,21,21,149,10,1,41,1926666.6666666667
201905,Western Addition,0,18,14,1,1,4,7,7,0,1,0,1,5,14,0,0,0,0,0,114,0,7,18,5,7,13,0,33,14,2,31,3,0,0,9,16,0,1,0,0,6,2,5,0,0,0,10,2,0,1,0,23,8,1,0,0,19,265,84,108,0,6,27,29,0,0,10,96,35,2,0,4,11,14,16,680,1,7,23,933250.0
201906,Bayview Hunters Point,4,76,11,3,0,4,11,1,0,2,7,2,2,15,0,2,0,0,0,100,1,8,62,11,12,49,0,30,13,3,51,5,0,0,35,15,2,3,1,0,19,2,2,1,1,0,23,13,0,3,2,272,10,1,0,4,12,196,126,141,0,1,27,58,0,0,16,321,37,4,0,46,38,10,38,1427,18,0,59,937285.7142857143
201906,Bernal Heights,0,11,11,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,48,0,3,10,5,3,19,0,12,9,2,13,1,0,0,6,1,0,0,0,0,4,0,4,1,1,0,3,1,0,2,1,261,8,1,0,0,23,49,94,90,0,17,16,24,0,0,19,205,18,1,0,23,13,10,16,466,3,3,44,1412750.0
201906,Castro/Upper Market,0,31,27,5,5,0,5,11,0,0,0,0,2,7,0,0,0,0,0,98,0,21,18,2,4,7,0,31,2,3,31,5,0,0,8,9,0,1,1,0,7,1,6,1,0,0,26,0,0,1,0,26,14,1,0,0,16,357,137,189,0,12,30,41,0,0,16,171,21,1,4,14,18,21,11,527,11,1,34,1760000.0
201906,Chinatown,2,15,5,2,0,12,2,0,0,0,1,0,1,11,0,0,0,0,0,72,0,16,16,5,8,9,0,27,3,1,6,1,0,0,1,2,1,1,0,0,8,0,2,0,0,0,7,0,0,0,0,1,5,0,0,0,13,8,21,96,0,7,7,5,0,0,4,17,4,2,0,9,9,2,8,239,5,1,2,988000.0
201906,Excelsior,0,13,3,1,0,0,8,2,0,0,2,0,1,9,0,0,0,0,0,30,0,3,13,4,5,12,0,14,11,0,15,1,0,0,3,2,0,1,0,0,10,0,1,0,3,0,5,0,0,3,4,89,7,1,0,0,14,22,44,86,0,8,20,11,0,0,13,394,7,4,0,25,21,20,22,482,2,0,26,1152333.3333333333
201906,Financial District/South Beach,2,76,51,1,0,0,17,8,0,2,2,0,10,33,0,1,0,0,0,433,0,52,64,5,14,22,0,56,11,4,82,4,2,0,10,24,2,3,0,0,11,2,9,0,0,1,41,1,0,6,2,20,13,0,0,0,64,373,151,142,5,4,109,102,0,0,61,184,21,4,0,22,35,27,33,920,11,12,15,1135600.0
201906,Glen Park,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,19,0,2,4,0,2,3,0,2,1,0,2,0,0,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,36,2,0,0,0,6,5,30,30,0,8,1,9,0,0,0,38,15,1,0,11,5,9,13,72,0,1,14,2215000.0
201906,Golden Gate Park,0,5,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,39,0,4,3,1,8,0,0,9,0,0,3,0,0,0,5,4,1,0,0,0,0,0,2,0,1,0,4,0,0,0,2,3,0,0,0,0,9,14,13,65,0,7,1,11,0,0,0,9,124,0,0,1,2,15,8,74,5,0,2,0.0
201906,Haight Ashbury,0,7,5,2,12,0,1,5,0,0,0,0,0,8,0,0,0,0,0,45,0,7,9,3,6,3,0,14,0,1,6,7,0,0,2,0,0,1,1,0,6,0,1,1,0,0,14,0,0,0,0,82,11,2,0,0,9,29,62,356,0,44,13,13,0,0,12,158,23,0,0,20,25,38,24,635,0,5,36,1673900.0
201906,Hayes Valley,1,20,21,1,1,0,8,2,0,0,0,0,1,8,0,0,0,0,0,135,0,8,25,0,7,12,0,10,5,4,17,2,0,0,6,9,2,1,0,0,9,1,0,0,0,0,4,0,0,0,2,6,14,0,0,0,14,173,77,139,0,17,16,12,0,0,21,179,26,1,0,13,10,20,16,553,3,5,44,1321666.6666666667
201906,Inner Richmond,0,13,6,5,0,1,3,1,0,1,1,2,0,15,0,0,0,0,0,54,0,6,9,2,4,10,0,13,2,1,9,2,0,0,6,2,0,0,0,0,6,0,0,1,0,0,5,0,0,0,0,49,5,0,0,0,19,56,67,138,0,18,15,22,0,0,8,206,12,1,0,14,13,19,12,592,7,0,31,1894500.0
201906,Inner Sunset,0,1,15,3,0,1,2,1,0,0,0,0,1,13,0,0,0,0,0,49,0,3,8,3,8,8,0,8,1,1,1,1,0,0,4,3,0,1,0,0,4,0,1,1,0,0,4,4,0,0,1,122,10,0,0,0,18,9,50,146,0,53,11,16,0,0,3,143,2,0,0,18,16,26,26,226,5,1,45,1713000.0
201906,Japantown,0,7,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,80,0,2,13,0,0,5,0,3,1,0,12,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,6,11,0,0,0,31,31,39,52,1,19,11,8,0,0,3,46,8,0,0,4,4,16,19,183,0,2,23,1635000.0
201906,Lakeshore,0,13,1,1,0,1,2,0,0,0,0,0,0,9,0,0,0,0,0,52,0,3,8,0,2,5,0,10,3,0,10,0,0,0,3,2,2,0,0,0,3,0,0,0,0,0,2,1,0,1,0,13,2,0,0,0,10,4,28,23,0,0,3,19,0,0,4,25,8,1,0,4,3,7,11,44,0,0,7,1380250.0
201906,Lincoln Park,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,7,0,0,1,0.0
201906,Lone Mountain/USF,0,5,6,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,33,0,4,3,0,10,5,0,13,4,1,8,0,0,0,4,3,0,1,0,0,3,2,2,0,0,0,3,0,0,0,0,16,8,1,0,0,6,43,54,227,0,38,16,25,0,0,14,166,27,2,0,8,16,27,6,463,3,0,23,1587000.0
201906,Marina,1,6,16,1,0,1,9,2,0,0,0,2,1,8,0,0,0,0,0,166,0,5,22,0,1,20,0,20,6,0,10,2,0,0,8,1,2,4,0,0,3,0,1,1,0,0,6,0,0,0,0,27,14,0,0,0,23,104,72,54,0,6,20,26,0,0,23,230,14,2,0,11,11,26,17,352,3,5,29,2451250.0
201906,McLaren Park,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,54,0,0,0,0,2,0,11,1,0,5,0.0
201906,Mission,1,98,34,1,2,3,32,57,4,2,2,3,5,26,0,1,0,0,0,279,0,31,77,17,31,45,0,90,31,9,133,6,8,0,22,35,6,4,0,0,31,1,32,1,0,1,72,13,0,11,4,102,55,0,0,0,55,1671,448,918,3,23,61,73,0,0,74,777,95,8,0,61,67,45,49,3541,24,8,95,1549333.3333333333
201906,Mission Bay,1,13,7,2,0,4,4,0,0,0,0,0,3,15,0,0,0,0,0,42,0,7,12,4,9,3,0,16,7,1,15,3,0,0,6,6,0,1,0,0,3,2,0,0,0,0,5,1,0,0,1,10,5,1,0,0,18,125,47,30,0,2,12,18,0,0,21,58,1,0,0,5,9,5,14,226,7,2,10,1097750.0
201906,Nob Hill,0,24,18,0,2,0,9,10,0,1,0,0,0,10,0,0,0,0,0,129,0,14,21,1,9,14,0,18,4,3,21,0,0,0,8,15,2,1,0,0,7,2,1,0,0,1,7,4,0,2,0,17,16,1,0,0,31,345,103,88,2,5,11,22,0,0,23,121,9,7,0,11,40,15,12,901,5,8,22,1007500.0
201906,Noe Valley,0,3,6,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,37,0,4,4,1,9,5,0,9,1,4,1,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,91,7,0,0,0,10,24,69,40,0,10,1,12,0,0,9,152,14,0,0,15,16,14,13,217,9,2,36,1510000.0
201906,North Beach,0,30,2,0,0,0,6,3,0,0,0,0,1,15,0,0,0,0,0,212,0,14,26,0,2,9,0,21,3,1,11,6,0,0,2,12,1,0,0,0,4,0,2,0,0,0,7,0,0,4,1,17,4,1,0,0,62,133,71,75,2,6,20,22,0,0,21,53,11,3,0,13,34,7,15,547,5,4,24,1327666.6666666667
201906,Oceanview/Merced/Ingleside,0,3,2,0,0,1,3,0,0,0,0,0,1,4,0,0,0,0,0,25,0,4,8,1,7,9,0,8,11,2,7,0,0,0,5,5,0,1,0,0,2,2,1,1,0,0,3,1,0,2,0,98,5,0,0,1,6,31,36,37,0,1,22,26,0,0,11,225,7,0,0,12,12,6,8,423,3,1,29,1109500.0
201906,Outer Mission,0,7,5,0,0,3,2,1,0,0,0,0,0,10,0,0,0,0,0,27,0,5,11,1,7,5,0,11,4,3,8,1,1,0,4,9,0,0,0,0,2,2,2,0,7,0,3,0,0,1,2,51,2,0,0,0,12,42,55,133,0,10,18,17,0,0,10,169,16,2,0,30,21,9,31,435,3,1,34,1092666.6666666667
201906,Outer Richmond,0,10,10,0,0,0,6,1,0,0,0,0,1,9,0,0,0,0,0,116,0,3,22,0,1,11,0,12,4,2,13,2,0,0,6,2,1,2,0,0,4,0,3,0,0,0,8,1,0,1,2,138,7,0,0,0,17,24,82,70,0,14,23,26,0,0,12,370,7,1,0,39,14,18,23,563,3,1,20,1649000.0
201906,Pacific Heights,0,7,21,0,0,0,5,0,0,0,0,0,2,13,0,0,0,0,0,74,0,3,15,3,0,6,0,13,1,1,8,0,0,0,5,5,0,0,1,0,4,1,0,0,0,0,3,0,0,0,0,27,5,0,0,0,16,45,60,27,1,7,12,14,0,0,11,83,13,1,0,8,4,4,12,251,2,12,49,2135000.0
201906,Portola,0,8,3,1,0,0,3,3,0,1,0,0,3,4,0,0,0,0,0,32,0,1,10,2,1,6,0,7,1,2,1,0,0,0,6,8,0,0,0,0,1,1,0,1,0,0,0,1,0,0,4,62,3,1,0,0,6,17,27,45,0,2,7,16,0,0,7,113,1,0,0,4,8,5,5,677,6,0,21,1035000.0
201906,Potrero Hill,0,1,9,0,0,0,3,1,1,1,0,0,0,2,0,0,0,0,0,53,0,1,16,1,5,19,0,7,2,1,7,1,1,0,2,0,0,2,0,0,3,0,0,0,0,0,2,3,0,1,3,118,13,1,0,0,17,158,158,141,0,11,24,32,0,0,34,216,46,1,35,32,48,18,27,546,10,7,45,1500000.0
201906,Presidio,0,1,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,26,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7650000.0
201906,Presidio Heights,0,4,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,22,0,2,2,1,0,2,0,2,0,0,7,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,24,1,0,0,0,8,12,25,57,0,7,7,16,0,0,8,43,2,0,0,5,4,9,7,63,1,3,6,3760000.0
201906,Russian Hill,2,6,7,0,0,1,2,5,0,0,0,0,0,15,0,0,0,0,0,152,2,6,21,2,2,13,0,11,1,3,21,5,0,0,9,3,0,1,0,0,5,0,6,0,0,0,8,3,0,1,1,38,7,0,0,0,15,39,63,55,1,2,18,10,0,0,12,72,11,5,0,23,33,11,8,469,8,8,24,1373500.0
201906,Seacliff,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,10,12,2,0,0,3,0,0,0,2,24,0,0,0,6,1,1,3,41,1,1,8,2741500.0
201906,South of Market,1,81,19,9,0,2,20,46,0,1,1,1,5,19,0,0,0,0,0,238,0,29,51,6,25,23,0,88,12,8,84,10,0,2,17,28,10,4,1,0,12,3,10,1,1,0,63,5,1,6,0,43,26,3,0,1,71,891,385,356,7,17,79,120,0,0,75,470,15,15,0,27,56,38,32,1564,18,7,46,1043000.0
201906,Sunset/Parkside,0,15,16,2,0,3,10,1,0,0,2,0,0,26,0,0,0,0,0,59,0,11,17,4,22,14,0,23,9,2,17,1,0,0,6,8,1,0,0,0,9,1,1,0,0,0,2,1,0,2,3,369,7,1,0,0,20,27,119,333,1,71,18,77,0,0,19,352,33,4,5,65,31,64,37,697,13,0,47,1577333.3333333333
201906,Tenderloin,2,130,27,3,2,4,19,111,1,4,2,0,4,23,0,0,0,0,0,334,0,45,45,13,28,28,1,102,38,15,97,8,0,0,27,41,1,11,0,0,44,0,11,0,0,0,77,19,2,6,1,16,26,1,0,0,57,480,212,147,1,6,166,51,0,0,39,198,11,9,0,14,51,17,16,1008,9,4,23,941000.0
201906,Treasure Island,0,5,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,5,1,4,3,0,3,0,1,4,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0,0.0
201906,Twin Peaks,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,0,2,4,0,1,2,0,2,1,0,7,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,42,8,0,0,0,6,72,22,21,0,4,8,4,0,0,1,35,3,2,0,0,5,10,4,134,1,0,9,1682000.0
201906,Visitacion Valley,1,16,5,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,20,0,0,15,1,3,9,0,8,0,0,10,1,0,0,8,3,0,1,0,0,3,0,1,0,0,0,4,2,0,3,1,50,2,0,0,0,4,3,40,20,0,0,1,15,0,0,8,77,2,3,68,8,12,3,2,249,2,0,4,955000.0
201906,West of Twin Peaks,0,5,18,0,0,0,3,4,0,0,0,0,3,8,0,0,0,0,0,61,0,5,15,1,1,13,0,10,6,3,19,4,0,0,6,4,0,3,0,0,7,0,5,0,0,0,10,1,0,0,0,137,8,2,0,0,21,22,107,68,0,5,6,35,0,0,9,77,10,1,0,21,21,15,20,180,13,0,59,1968791.6666666667
201906,Western Addition,2,34,18,2,0,1,10,4,0,0,0,1,4,12,0,0,0,0,0,146,0,10,21,12,13,21,0,32,16,3,33,1,0,0,8,7,1,2,0,0,6,1,5,0,1,1,15,2,0,2,0,20,8,0,0,0,30,201,58,125,0,6,11,26,0,0,14,114,40,3,1,6,12,16,18,679,1,4,20,1152500.0
201907,Bayview Hunters Point,3,58,28,0,0,2,11,10,1,2,4,1,4,16,0,0,0,0,0,122,0,20,44,13,16,47,0,39,8,6,45,10,1,0,45,17,2,2,1,0,12,6,5,3,4,0,34,8,0,13,2,278,9,3,0,6,21,195,154,114,0,16,21,61,0,0,22,313,19,6,2,37,57,20,42,1569,12,0,54,933142.8571428572
201907,Bernal Heights,0,21,5,0,0,0,5,4,0,0,0,0,3,4,0,0,0,0,0,49,0,4,15,4,5,14,0,15,9,0,13,0,0,0,5,6,0,0,0,0,3,0,3,0,0,0,4,5,0,1,1,300,8,2,0,0,10,55,89,130,0,66,14,18,0,0,19,183,12,2,0,31,20,38,13,488,2,3,41,1409875.0
201907,Castro/Upper Market,0,35,17,2,3,0,10,6,0,1,0,0,1,20,0,0,0,0,0,104,0,8,25,2,5,16,0,15,6,3,22,1,0,0,5,11,1,0,0,0,4,0,6,1,0,0,15,1,0,3,2,26,14,1,0,0,20,334,156,127,0,36,19,50,0,0,23,174,8,0,4,17,23,28,7,603,4,4,36,2242500.0
201907,Chinatown,1,19,20,0,0,12,4,3,0,0,0,0,4,10,0,0,0,0,0,96,0,19,23,2,7,5,0,19,6,1,16,2,0,0,2,4,0,0,0,0,6,1,3,0,0,0,10,0,0,2,0,1,6,0,0,0,12,13,21,116,0,2,5,13,0,0,6,28,8,6,0,3,6,2,5,311,4,1,1,988000.0
201907,Excelsior,0,13,9,1,0,0,3,1,0,0,0,0,2,7,0,0,0,0,0,42,0,3,15,3,5,12,0,6,12,1,19,0,0,0,3,7,0,0,0,0,4,3,7,1,2,0,2,1,0,2,3,86,3,1,0,0,13,26,65,143,0,24,10,15,0,0,28,400,5,3,0,28,29,30,4,504,7,1,30,1126666.6666666667
201907,Financial District/South Beach,2,64,64,4,0,2,17,16,0,2,0,1,3,42,0,0,0,0,0,496,0,57,83,2,17,21,0,45,10,3,83,4,0,1,7,33,0,11,1,0,16,0,6,0,0,1,25,3,0,4,4,14,16,3,0,0,87,426,150,117,2,11,87,91,0,0,34,186,9,3,0,13,29,23,33,774,15,14,15,1108000.0
201907,Glen Park,0,2,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0,4,2,0,4,5,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,37,5,0,0,0,8,14,31,59,0,71,2,8,0,0,3,56,14,0,0,7,2,14,7,68,1,0,20,2192500.0
201907,Golden Gate Park,0,7,5,0,0,1,1,2,0,1,0,0,1,7,0,0,0,0,0,78,0,2,9,0,6,8,0,10,0,1,10,0,0,1,4,0,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,10,15,14,55,0,3,1,10,0,0,2,21,128,0,0,0,0,10,9,105,2,0,3,0.0
201907,Haight Ashbury,0,8,9,6,17,0,1,11,0,0,0,0,2,2,0,0,0,0,0,78,0,2,13,3,7,6,0,6,2,1,13,1,0,0,1,1,0,0,0,0,2,0,4,0,0,0,5,1,0,1,1,80,4,0,0,0,19,30,47,204,0,35,7,18,0,0,17,166,22,1,0,6,22,21,12,590,4,2,40,1788500.0
201907,Hayes Valley,2,16,20,2,0,0,4,1,0,0,0,0,0,10,0,0,0,0,0,183,0,10,33,3,4,5,0,23,2,1,12,2,0,0,6,5,1,2,0,0,5,0,1,0,0,0,6,0,0,2,1,20,16,0,0,0,6,246,81,156,1,11,17,12,0,0,35,144,12,2,0,10,15,21,11,663,2,5,29,1417000.0
201907,Inner Richmond,0,5,6,1,0,2,0,2,0,0,0,0,0,8,0,0,0,0,0,52,0,6,7,1,5,8,0,14,1,0,12,0,0,0,3,0,0,1,0,0,7,0,3,0,1,0,7,0,0,0,0,55,3,0,0,0,29,58,62,130,0,36,7,22,0,0,23,151,14,1,0,12,42,24,21,595,8,0,50,1983500.0
201907,Inner Sunset,0,6,14,1,0,1,2,0,0,0,0,0,0,7,0,0,0,0,0,70,0,2,4,1,11,7,0,9,3,0,7,1,0,0,0,0,0,0,0,0,7,1,3,0,0,0,4,0,0,0,1,94,4,0,0,0,13,5,59,116,0,65,5,21,0,0,9,159,2,0,0,18,15,17,23,283,7,1,28,1718333.3333333333
201907,Japantown,0,4,2,0,0,0,2,1,0,0,0,0,1,3,0,0,0,0,0,84,0,2,10,1,0,1,0,5,0,0,4,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2,21,8,0,0,0,23,34,47,46,0,14,15,11,0,0,4,46,3,1,0,9,5,3,17,206,3,6,26,1982500.0
201907,Lakeshore,0,3,7,0,0,0,1,3,0,1,0,0,1,2,0,0,0,0,0,95,0,6,10,2,3,8,0,9,1,0,6,2,0,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,2,62,0,0,0,0,8,1,27,74,0,143,2,18,0,0,0,20,19,2,0,4,3,44,16,35,1,0,9,1320000.0
201907,Lincoln Park,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,8,0,0,0,0,2,2,3,0,0,0,0.0
